Date,Title,Amount,Type,Category,Account
2024-08-10,Warung Nasi,21539.05,EXPENSE,Makan & Minum,BCA
2024-08-10,Langganan Spotify,67478.69,EXPENSE,Tagihan,Gopay
2024-08-11,Baju,199439.28,EXPENSE,Belanja,BCA
2024-08-11,Es Teh,15780.29,EXPENSE,Makan & Minum,Gopay
2024-08-11,Karaoke,18718.23,EXPENSE,Hiburan,BCA
2024-08-11,Tiket Wahana,32247.14,EXPENSE,Hiburan,Dompet Tunai
2024-08-11,Uang Saku,1312451.32,INCOME,Gaji,Gopay
2024-08-11,Wifi Bulanan,119963.89,EXPENSE,Tagihan,BCA
2024-08-11,Iuran Bulanan,55057.36,EXPENSE,Tagihan,Dompet Tunai
2024-08-12,Bowling,62772.22,EXPENSE,Hiburan,BCA
2024-08-12,Pulsa,10654.42,EXPENSE,Tagihan,BCA
2024-08-12,Streaming Film,115636.0,EXPENSE,Hiburan,Dompet Tunai
2024-08-12,Grab Motor,44557.0,EXPENSE,Lain-lain,Gopay
2024-08-12,Es Teh,16554.95,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-12,Shopee,178772.91,EXPENSE,Belanja,Gopay
2024-08-12,Iuran Bulanan,14215.96,EXPENSE,Tagihan,Dompet Tunai
2024-08-12,Top Up OVO,142744.37,EXPENSE,Tagihan,BCA
2024-08-12,Jus Buah,9184.58,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-13,Wifi Bulanan,38888.25,EXPENSE,Tagihan,BCA
2024-08-13,Skincare,82471.02,EXPENSE,Belanja,Gopay
2024-08-13,Buku Kuliah,26642.95,EXPENSE,Belanja,Dompet Tunai
2024-08-13,Wifi Bulanan,113839.14,EXPENSE,Tagihan,BCA
2024-08-13,Print Tugas,6664.47,EXPENSE,Lain-lain,Dompet Tunai
2024-08-13,Sepatu,106173.42,EXPENSE,Belanja,Dompet Tunai
2024-08-14,Top Up Game,108422.65,EXPENSE,Hiburan,Dompet Tunai
2024-08-14,GoFood,5344.88,EXPENSE,Makan & Minum,BCA
2024-08-14,Beasiswa,957126.64,INCOME,Gaji,Gopay
2024-08-14,Baju,32738.63,EXPENSE,Belanja,Gopay
2024-08-14,Iuran Kebersihan,28317.17,EXPENSE,Tagihan,Dompet Tunai
2024-08-14,Alfamart,93488.96,EXPENSE,Belanja,Dompet Tunai
2024-08-14,Sepatu,130933.11,EXPENSE,Belanja,Dompet Tunai
2024-08-14,Nabung Liburan,353044.59,INCOME,Goals,BCA
2024-08-14,Alfamart Minuman,16088.09,EXPENSE,Makan & Minum,BCA
2024-08-14,Grab Motor,36001.42,EXPENSE,Lain-lain,Dompet Tunai
2024-08-14,Baju,147957.04,EXPENSE,Belanja,BCA
2024-08-14,Nasi Padang,7989.97,EXPENSE,Makan & Minum,BCA
2024-08-15,Listrik Kos,120813.56,EXPENSE,Tagihan,BCA
2024-08-15,Kopi Kenangan,7351.6,EXPENSE,Makan & Minum,Gopay
2024-08-15,Buku Kuliah,103515.32,EXPENSE,Belanja,BCA
2024-08-15,Buku Kuliah,175969.3,EXPENSE,Belanja,Gopay
2024-08-15,Print Tugas,30047.09,EXPENSE,Lain-lain,Dompet Tunai
2024-08-15,Tokopedia,74414.67,EXPENSE,Belanja,Gopay
2024-08-15,Shopee,27647.1,EXPENSE,Belanja,Dompet Tunai
2024-08-15,Langganan Spotify,58800.62,EXPENSE,Tagihan,Dompet Tunai
2024-08-15,McDonalds,34527.28,EXPENSE,Makan & Minum,BCA
2024-08-15,Karaoke,148947.69,EXPENSE,Hiburan,BCA
2024-08-16,GrabFood,16350.85,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-16,Alfamart,6245.24,EXPENSE,Belanja,Dompet Tunai
2024-08-16,Iuran Kebersihan,96806.95,EXPENSE,Tagihan,Dompet Tunai
2024-08-16,Iuran Bulanan,117584.88,EXPENSE,Tagihan,Gopay
2024-08-16,Fotokopi,10108.88,EXPENSE,Lain-lain,BCA
2024-08-16,Top Up OVO,130946.87,EXPENSE,Tagihan,Dompet Tunai
2024-08-16,Game Online,91592.96,EXPENSE,Hiburan,Dompet Tunai
2024-08-16,Listrik Kos,92457.06,EXPENSE,Tagihan,BCA
2024-08-17,Kantin Kampus,38205.36,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-17,ATM,11341.94,EXPENSE,Lain-lain,Dompet Tunai
2024-08-17,ATM,5272.27,EXPENSE,Lain-lain,Dompet Tunai
2024-08-17,Jus Buah,11946.32,EXPENSE,Makan & Minum,BCA
2024-08-17,Tokopedia,185911.7,EXPENSE,Belanja,BCA
2024-08-17,Konser,120821.07,EXPENSE,Hiburan,Dompet Tunai
2024-08-18,Es Teh,37048.06,EXPENSE,Makan & Minum,BCA
2024-08-18,Minimarket,161956.82,EXPENSE,Belanja,BCA
2024-08-18,Kantin Kampus,8320.85,EXPENSE,Makan & Minum,BCA
2024-08-18,Bioskop,61486.31,EXPENSE,Hiburan,Gopay
2024-08-18,Nasi Padang,48520.7,EXPENSE,Makan & Minum,Gopay
2024-08-18,KFC,15398.37,EXPENSE,Makan & Minum,BCA
2024-08-18,Tiket Wahana,148270.94,EXPENSE,Hiburan,Gopay
2024-08-18,Bowling,143791.21,EXPENSE,Hiburan,Dompet Tunai
2024-08-19,Bakso,7941.04,EXPENSE,Makan & Minum,Gopay
2024-08-19,Print Tugas,26963.27,EXPENSE,Lain-lain,Gopay
2024-08-19,Iuran Kebersihan,137912.11,EXPENSE,Tagihan,Gopay
2024-08-19,Skincare,126599.21,EXPENSE,Belanja,BCA
2024-08-19,Tokopedia,48644.43,EXPENSE,Belanja,Gopay
2024-08-19,Donasi,5460.05,EXPENSE,Lain-lain,Gopay
2024-08-19,Streaming Film,87609.57,EXPENSE,Hiburan,Gopay
2024-08-19,Bowling,53583.08,EXPENSE,Hiburan,Gopay
2024-08-20,Parkir Motor,41159.99,EXPENSE,Lain-lain,Dompet Tunai
2024-08-20,Gym,40214.94,EXPENSE,Hiburan,Dompet Tunai
2024-08-20,Bioskop,145188.48,EXPENSE,Hiburan,Dompet Tunai
2024-08-20,Alat Tulis,161504.21,EXPENSE,Belanja,BCA
2024-08-20,Gojek,8764.36,EXPENSE,Lain-lain,BCA
2024-08-20,Bioskop,80877.25,EXPENSE,Hiburan,BCA
2024-08-20,Honor Mengajar,1534197.45,INCOME,Gaji,BCA
2024-08-20,Uang Bulanan,1943972.62,INCOME,Gaji,BCA
2024-08-20,Bowling,54346.63,EXPENSE,Hiburan,Dompet Tunai
2024-08-20,Listrik Kos,134352.28,EXPENSE,Tagihan,Gopay
2024-08-21,Top Up Game,39492.71,EXPENSE,Hiburan,BCA
2024-08-21,Sepatu,129195.95,EXPENSE,Belanja,Dompet Tunai
2024-08-21,Pulsa,23573.88,EXPENSE,Tagihan,Dompet Tunai
2024-08-22,Sepatu,51935.08,EXPENSE,Belanja,Gopay
2024-08-22,Tokopedia,20917.85,EXPENSE,Belanja,Dompet Tunai
2024-08-22,Parkir,83504.1,EXPENSE,Tagihan,Gopay
2024-08-22,Tokopedia,197394.72,EXPENSE,Belanja,Gopay
2024-08-22,ATM,32560.14,EXPENSE,Lain-lain,Gopay
2024-08-22,Print Tugas,31520.62,EXPENSE,Lain-lain,Gopay
2024-08-22,Karaoke,74450.16,EXPENSE,Hiburan,Dompet Tunai
2024-08-22,Game Online,45649.69,EXPENSE,Hiburan,Gopay
2024-08-22,Shopee,7213.96,EXPENSE,Belanja,BCA
2024-08-22,Keperluan Lain,18914.0,EXPENSE,Lain-lain,Dompet Tunai
2024-08-22,Parkir,46306.57,EXPENSE,Tagihan,BCA
2024-08-22,Sepatu,27594.47,EXPENSE,Belanja,Gopay
2024-08-22,Wifi Bulanan,141275.66,EXPENSE,Tagihan,BCA
2024-08-23,Warung Nasi,38187.88,EXPENSE,Makan & Minum,BCA
2024-08-23,Baju,102795.68,EXPENSE,Belanja,Dompet Tunai
2024-08-23,Alfamart Minuman,11139.79,EXPENSE,Makan & Minum,BCA
2024-08-23,Indomaret,39001.45,EXPENSE,Belanja,BCA
2024-08-23,Shopee,140846.91,EXPENSE,Belanja,Gopay
2024-08-23,Parkir Motor,45563.19,EXPENSE,Lain-lain,BCA
2024-08-23,Netflix,126771.33,EXPENSE,Tagihan,Dompet Tunai
2024-08-23,Kantin Kampus,27372.86,EXPENSE,Makan & Minum,Gopay
2024-08-23,Es Teh,15745.83,EXPENSE,Makan & Minum,BCA
2024-08-24,Bioskop,29677.42,EXPENSE,Hiburan,Gopay
2024-08-24,Grab Motor,48656.26,EXPENSE,Lain-lain,BCA
2024-08-24,Bubble Tea,35246.1,EXPENSE,Makan & Minum,Gopay
2024-08-24,Kopi Kenangan,12416.67,EXPENSE,Makan & Minum,Gopay
2024-08-24,Martabak,12965.47,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-24,Olahraga,113240.73,EXPENSE,Hiburan,Gopay
2024-08-24,Konser,145215.1,EXPENSE,Hiburan,Dompet Tunai
2024-08-25,Olahraga,12759.48,EXPENSE,Hiburan,Gopay
2024-08-25,Pulsa,132950.37,EXPENSE,Tagihan,BCA
2024-08-25,Karaoke,103600.17,EXPENSE,Hiburan,BCA
2024-08-25,Martabak,29328.58,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-25,Konser,124489.95,EXPENSE,Hiburan,Gopay
2024-08-25,Beasiswa,1810367.94,INCOME,Gaji,Gopay
2024-08-25,Martabak,7863.84,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-25,Top Up OVO,54454.62,EXPENSE,Tagihan,Dompet Tunai
2024-08-26,Wifi Bulanan,8823.21,EXPENSE,Tagihan,BCA
2024-08-26,Alfamart,70176.47,EXPENSE,Belanja,BCA
2024-08-26,Indomaret Snack,9307.15,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-26,Iuran Kebersihan,37075.37,EXPENSE,Tagihan,Dompet Tunai
2024-08-26,Martabak,7956.89,EXPENSE,Makan & Minum,BCA
2024-08-26,Buku Kuliah,54606.36,EXPENSE,Belanja,BCA
2024-08-26,Martabak,40923.28,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-27,Listrik Kos,17831.41,EXPENSE,Tagihan,Dompet Tunai
2024-08-27,Perlengkapan Kamar,81942.33,EXPENSE,Belanja,Dompet Tunai
2024-08-27,Target Gadget,317358.82,INCOME,Goals,BCA
2024-08-27,Kopi Kenangan,27025.37,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-27,Olahraga,23114.47,EXPENSE,Hiburan,Dompet Tunai
2024-08-28,Sepatu,137424.95,EXPENSE,Belanja,Gopay
2024-08-28,Grab Motor,26411.39,EXPENSE,Lain-lain,Gopay
2024-08-28,Sepatu,107842.93,EXPENSE,Belanja,BCA
2024-08-28,Jus Buah,8815.64,EXPENSE,Makan & Minum,Gopay
2024-08-28,Parkir,119494.63,EXPENSE,Tagihan,BCA
2024-08-28,Bowling,32628.02,EXPENSE,Hiburan,BCA
2024-08-28,Top Up Game,122829.56,EXPENSE,Hiburan,Dompet Tunai
2024-08-28,Fotokopi,3776.37,EXPENSE,Lain-lain,Dompet Tunai
2024-08-28,Parkir Motor,4892.83,EXPENSE,Lain-lain,Gopay
2024-08-28,Parkir,119623.92,EXPENSE,Tagihan,Gopay
2024-08-29,Kopi Kenangan,24068.22,EXPENSE,Makan & Minum,Gopay
2024-08-29,Jus Buah,22086.16,EXPENSE,Makan & Minum,BCA
2024-08-29,ATM,25946.63,EXPENSE,Lain-lain,Gopay
2024-08-29,Skincare,72405.12,EXPENSE,Belanja,Dompet Tunai
2024-08-29,Pulsa,73761.06,EXPENSE,Tagihan,Dompet Tunai
2024-08-29,Gaji Part Time,1187450.96,INCOME,Gaji,BCA
2024-08-29,GoFood,35126.91,EXPENSE,Makan & Minum,Gopay
2024-08-29,Perlengkapan Kamar,7151.1,EXPENSE,Belanja,Gopay
2024-08-30,GoFood,29599.17,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-30,Donasi,20934.86,EXPENSE,Lain-lain,Gopay
2024-08-30,Pizza,47126.96,EXPENSE,Makan & Minum,BCA
2024-08-30,Streaming Film,23034.39,EXPENSE,Hiburan,Dompet Tunai
2024-08-30,Freelance,1157923.13,INCOME,Gaji,BCA
2024-08-30,Gaji Part Time,1042879.99,INCOME,Gaji,Gopay
2024-08-30,Netflix,91695.5,EXPENSE,Tagihan,Gopay
2024-08-30,Freelance,777699.39,INCOME,Gaji,Gopay
2024-08-31,Print Tugas,48790.07,EXPENSE,Lain-lain,BCA
2024-08-31,Minimarket,194356.36,EXPENSE,Belanja,BCA
2024-08-31,Indomaret,111852.1,EXPENSE,Belanja,Gopay
2024-08-31,Gojek,16261.84,EXPENSE,Lain-lain,Gopay
2024-08-31,Olahraga,80359.25,EXPENSE,Hiburan,BCA
2024-08-31,Buku Kuliah,181310.95,EXPENSE,Belanja,Dompet Tunai
2024-08-31,Bubble Tea,45919.42,EXPENSE,Makan & Minum,BCA
2024-08-31,Konser,118739.48,EXPENSE,Hiburan,BCA
2024-08-31,Listrik Kos,64507.54,EXPENSE,Tagihan,Dompet Tunai
2024-08-31,Top Up OVO,146690.26,EXPENSE,Tagihan,Dompet Tunai
2024-08-31,Perlengkapan Kamar,142821.56,EXPENSE,Belanja,Gopay
2024-08-31,Streaming Film,108516.04,EXPENSE,Hiburan,Gopay
2024-08-31,Top Up OVO,79058.36,EXPENSE,Tagihan,Gopay
2024-08-31,Jus Buah,49310.14,EXPENSE,Makan & Minum,BCA
2024-08-31,Parkir Motor,19063.66,EXPENSE,Lain-lain,Gopay
2024-08-31,Donasi,48645.54,EXPENSE,Lain-lain,BCA
2024-08-31,Bowling,41931.17,EXPENSE,Hiburan,BCA
2024-09-01,Nabung Liburan,197938.22,INCOME,Goals,BCA
2024-09-01,Tokopedia,197044.03,EXPENSE,Belanja,Gopay
2024-09-01,Indomaret,185771.74,EXPENSE,Belanja,Dompet Tunai
2024-09-02,KFC,14042.02,EXPENSE,Makan & Minum,Gopay
2024-09-02,Iuran Bulanan,45220.27,EXPENSE,Tagihan,BCA
2024-09-02,Nasi Padang,42338.38,EXPENSE,Makan & Minum,Gopay
2024-09-02,Alfamart,156436.39,EXPENSE,Belanja,Dompet Tunai
2024-09-02,GoFood,17865.81,EXPENSE,Makan & Minum,Gopay
2024-09-02,Dana Darurat,145151.6,INCOME,Goals,BCA
2024-09-02,Simpanan Bulanan,308512.9,INCOME,Goals,BCA
2024-09-03,Sepatu,39422.97,EXPENSE,Belanja,Dompet Tunai
2024-09-03,Gojek,19289.15,EXPENSE,Lain-lain,Dompet Tunai
2024-09-03,Keperluan Lain,32314.89,EXPENSE,Lain-lain,Gopay
2024-09-03,Tiket Wahana,103087.64,EXPENSE,Hiburan,Gopay
2024-09-03,Print Tugas,28065.18,EXPENSE,Lain-lain,BCA
2024-09-03,Fotokopi,45653.82,EXPENSE,Lain-lain,BCA
2024-09-03,Martabak,20165.14,EXPENSE,Makan & Minum,Gopay
2024-09-03,Netflix,44004.04,EXPENSE,Tagihan,BCA
2024-09-03,Tokopedia,142587.16,EXPENSE,Belanja,BCA
2024-09-04,Bowling,68554.03,EXPENSE,Hiburan,Gopay
2024-09-04,Jus Buah,8854.62,EXPENSE,Makan & Minum,Gopay
2024-09-04,Jus Buah,45238.59,EXPENSE,Makan & Minum,BCA
2024-09-04,Bakso,20714.43,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-04,Biaya Admin Bank,67086.7,EXPENSE,Tagihan,Gopay
2024-09-04,Tabungan,444740.24,INCOME,Goals,BCA
2024-09-04,Pulsa,9406.12,EXPENSE,Tagihan,BCA
2024-09-04,Transfer Orang Tua,1588579.26,INCOME,Gaji,Gopay
2024-09-04,Listrik Kos,16450.53,EXPENSE,Tagihan,BCA
2024-09-04,Wifi Bulanan,51741.31,EXPENSE,Tagihan,BCA
2024-09-04,Tabungan,443250.53,INCOME,Goals,BCA
2024-09-05,Listrik Kos,11093.58,EXPENSE,Tagihan,Gopay
2024-09-05,Skincare,158446.16,EXPENSE,Belanja,Gopay
2024-09-05,Transfer Orang Tua,550298.65,INCOME,Gaji,BCA
2024-09-05,Mie Ayam,6870.78,EXPENSE,Makan & Minum,Gopay
2024-09-05,Parkir,142838.04,EXPENSE,Tagihan,Gopay
2024-09-05,Perlengkapan Kamar,130441.2,EXPENSE,Belanja,BCA
2024-09-06,Buku Kuliah,55248.16,EXPENSE,Belanja,Gopay
2024-09-06,Skincare,149449.88,EXPENSE,Belanja,Gopay
2024-09-06,GrabFood,26953.43,EXPENSE,Makan & Minum,Gopay
2024-09-06,Sepatu,9314.09,EXPENSE,Belanja,BCA
2024-09-06,Iuran Bulanan,26992.86,EXPENSE,Tagihan,Dompet Tunai
2024-09-06,McDonalds,22864.17,EXPENSE,Makan & Minum,Gopay
2024-09-06,Skincare,188585.64,EXPENSE,Belanja,Dompet Tunai
2024-09-07,Warung Nasi,17601.68,EXPENSE,Makan & Minum,Gopay
2024-09-07,Skincare,127403.07,EXPENSE,Belanja,Dompet Tunai
2024-09-07,Es Teh,41224.5,EXPENSE,Makan & Minum,Gopay
2024-09-07,Skincare,164358.33,EXPENSE,Belanja,Gopay
2024-09-07,Indomaret Snack,13301.43,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-07,Minimarket,89173.61,EXPENSE,Belanja,Dompet Tunai
2024-09-07,Bioskop,71621.35,EXPENSE,Hiburan,Gopay
2024-09-07,McDonalds,40783.38,EXPENSE,Makan & Minum,BCA
2024-09-07,Grab Motor,9208.11,EXPENSE,Lain-lain,Dompet Tunai
2024-09-07,Nabung Liburan,288021.71,INCOME,Goals,BCA
2024-09-07,Transfer Orang Tua,620270.02,INCOME,Gaji,BCA
2024-09-07,Bowling,125094.44,EXPENSE,Hiburan,BCA
2024-09-08,Indomaret,104938.02,EXPENSE,Belanja,Dompet Tunai
2024-09-08,Langganan Spotify,114481.08,EXPENSE,Tagihan,Dompet Tunai
2024-09-08,Bioskop,75627.52,EXPENSE,Hiburan,BCA
2024-09-08,Listrik Kos,115722.84,EXPENSE,Tagihan,Gopay
2024-09-08,Skincare,158054.91,EXPENSE,Belanja,BCA
2024-09-08,Tabungan,233412.89,INCOME,Goals,BCA
2024-09-08,GrabFood,33053.27,EXPENSE,Makan & Minum,Gopay
2024-09-08,Donasi,46852.93,EXPENSE,Lain-lain,Gopay
2024-09-08,Ongkos Angkot,23711.28,EXPENSE,Lain-lain,Dompet Tunai
2024-09-08,Print Tugas,6038.72,EXPENSE,Lain-lain,Gopay
2024-09-09,Listrik Kos,134088.25,EXPENSE,Tagihan,BCA
2024-09-09,Langganan Spotify,39427.85,EXPENSE,Tagihan,Gopay
2024-09-09,Konser,133788.9,EXPENSE,Hiburan,Gopay
2024-09-09,Konser,71706.78,EXPENSE,Hiburan,Dompet Tunai
2024-09-09,Wifi Bulanan,110283.24,EXPENSE,Tagihan,Gopay
2024-09-09,Indomaret,173245.43,EXPENSE,Belanja,Dompet Tunai
2024-09-09,Ongkos Angkot,6391.37,EXPENSE,Lain-lain,Dompet Tunai
2024-09-09,Baju,110454.78,EXPENSE,Belanja,Gopay
2024-09-10,Print Tugas,12815.21,EXPENSE,Lain-lain,Gopay
2024-09-11,Martabak,6527.57,EXPENSE,Makan & Minum,BCA
2024-09-11,Bowling,93102.94,EXPENSE,Hiburan,Gopay
2024-09-11,Kopi Kenangan,18647.38,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-11,McDonalds,13810.6,EXPENSE,Makan & Minum,Gopay
2024-09-11,Parkir,110029.13,EXPENSE,Tagihan,BCA
2024-09-11,Streaming Film,113162.32,EXPENSE,Hiburan,Dompet Tunai
2024-09-11,Gym,91671.63,EXPENSE,Hiburan,Dompet Tunai
2024-09-11,Karaoke,48123.03,EXPENSE,Hiburan,BCA
2024-09-11,Streaming Film,73307.86,EXPENSE,Hiburan,Gopay
2024-09-12,Keperluan Lain,19965.0,EXPENSE,Lain-lain,Gopay
2024-09-12,GrabFood,20585.57,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-12,Streaming Film,124686.44,EXPENSE,Hiburan,Gopay
2024-09-12,Kopi Kenangan,29991.36,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-12,Sepatu,55336.02,EXPENSE,Belanja,BCA
2024-09-13,Nasi Padang,11699.96,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-13,Iuran Kebersihan,130183.38,EXPENSE,Tagihan,Gopay
2024-09-13,Print Tugas,13040.42,EXPENSE,Lain-lain,Dompet Tunai
2024-09-13,Karaoke,60236.27,EXPENSE,Hiburan,BCA
2024-09-13,Skincare,104698.72,EXPENSE,Belanja,Dompet Tunai
2024-09-13,Game Online,49506.19,EXPENSE,Hiburan,Dompet Tunai
2024-09-14,Martabak,6098.04,EXPENSE,Makan & Minum,Gopay
2024-09-14,Olahraga,38021.03,EXPENSE,Hiburan,BCA
2024-09-14,Nasi Padang,9796.69,EXPENSE,Makan & Minum,Gopay
2024-09-14,Biaya Admin Bank,128246.43,EXPENSE,Tagihan,BCA
2024-09-14,Fotokopi,24616.06,EXPENSE,Lain-lain,Gopay
2024-09-15,Tiket Wahana,105979.14,EXPENSE,Hiburan,Gopay
2024-09-15,Gojek,14446.24,EXPENSE,Lain-lain,BCA
2024-09-15,Warung Nasi,31939.63,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-15,Tiket Wahana,134922.35,EXPENSE,Hiburan,Gopay
2024-09-15,Bubble Tea,49907.03,EXPENSE,Makan & Minum,Gopay
2024-09-15,Pulsa,70300.89,EXPENSE,Tagihan,Gopay
2024-09-15,Pizza,26811.33,EXPENSE,Makan & Minum,BCA
2024-09-15,Top Up OVO,11670.38,EXPENSE,Tagihan,BCA
2024-09-15,Karaoke,130697.87,EXPENSE,Hiburan,BCA
2024-09-16,Bowling,24089.25,EXPENSE,Hiburan,Dompet Tunai
2024-09-16,Mie Ayam,33579.21,EXPENSE,Makan & Minum,Gopay
2024-09-16,GrabFood,49572.73,EXPENSE,Makan & Minum,BCA
2024-09-16,Olahraga,97261.74,EXPENSE,Hiburan,Gopay
2024-09-17,Karaoke,101733.88,EXPENSE,Hiburan,Dompet Tunai
2024-09-17,Gojek,17850.32,EXPENSE,Lain-lain,Dompet Tunai
2024-09-17,Ongkos Angkot,48253.76,EXPENSE,Lain-lain,Gopay
2024-09-17,McDonalds,28205.57,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-17,Iuran Bulanan,70328.9,EXPENSE,Tagihan,BCA
2024-09-18,Uang Bulanan,563139.78,INCOME,Gaji,BCA
2024-09-18,Game Online,140157.67,EXPENSE,Hiburan,BCA
2024-09-18,Perlengkapan Kamar,99291.4,EXPENSE,Belanja,Gopay
2024-09-18,Kantin Kampus,47482.67,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-18,Game Online,31148.1,EXPENSE,Hiburan,BCA
2024-09-18,Pizza,40191.26,EXPENSE,Makan & Minum,Gopay
2024-09-19,Baju,146066.92,EXPENSE,Belanja,Dompet Tunai
2024-09-19,Keperluan Lain,8822.58,EXPENSE,Lain-lain,Dompet Tunai
2024-09-19,Gaji Part Time,751223.87,INCOME,Gaji,Gopay
2024-09-19,Ongkos Angkot,48506.14,EXPENSE,Lain-lain,Gopay
2024-09-20,Indomaret,189005.1,EXPENSE,Belanja,BCA
2024-09-20,Skincare,13817.64,EXPENSE,Belanja,Gopay
2024-09-20,Honor Mengajar,584454.91,INCOME,Gaji,Gopay
2024-09-20,Beasiswa,1018543.99,INCOME,Gaji,BCA
2024-09-20,GrabFood,33530.26,EXPENSE,Makan & Minum,Gopay
2024-09-20,Bowling,18720.85,EXPENSE,Hiburan,BCA
2024-09-21,Listrik Kos,86901.96,EXPENSE,Tagihan,BCA
2024-09-21,Indomaret,41289.78,EXPENSE,Belanja,Dompet Tunai
2024-09-21,Tokopedia,178102.32,EXPENSE,Belanja,BCA
2024-09-21,Tokopedia,96901.0,EXPENSE,Belanja,Gopay
2024-09-21,Gym,59469.31,EXPENSE,Hiburan,Gopay
2024-09-21,Top Up Game,76647.06,EXPENSE,Hiburan,Dompet Tunai
2024-09-21,Gym,107257.51,EXPENSE,Hiburan,Gopay
2024-09-22,Kantin Kampus,6094.22,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-22,Pizza,33322.94,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-22,Uang Bulanan,1273394.04,INCOME,Gaji,BCA
2024-09-22,Keperluan Lain,26609.05,EXPENSE,Lain-lain,Dompet Tunai
2024-09-23,Top Up Game,12977.72,EXPENSE,Hiburan,Dompet Tunai
2024-09-23,Uang Bulanan,1615262.38,INCOME,Gaji,BCA
2024-09-23,Minimarket,71543.33,EXPENSE,Belanja,Dompet Tunai
2024-09-23,Buku Kuliah,90631.31,EXPENSE,Belanja,BCA
2024-09-23,KFC,13653.01,EXPENSE,Makan & Minum,Gopay
2024-09-24,Bakso,36092.2,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-24,Top Up Game,124442.96,EXPENSE,Hiburan,Gopay
2024-09-25,Sepatu,54225.2,EXPENSE,Belanja,Dompet Tunai
2024-09-25,Wifi Bulanan,68729.19,EXPENSE,Tagihan,Dompet Tunai
2024-09-25,Dana Darurat,382302.14,INCOME,Goals,BCA
2024-09-25,Top Up Game,111633.8,EXPENSE,Hiburan,BCA
2024-09-25,Indomaret,154152.24,EXPENSE,Belanja,BCA
2024-09-26,Jus Buah,38902.02,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-26,Buku Kuliah,137340.64,EXPENSE,Belanja,Dompet Tunai
2024-09-26,McDonalds,11806.11,EXPENSE,Makan & Minum,BCA
2024-09-26,Streaming Film,122009.94,EXPENSE,Hiburan,Dompet Tunai
2024-09-26,Bubble Tea,23977.44,EXPENSE,Makan & Minum,Gopay
2024-09-26,Bakso,10236.49,EXPENSE,Makan & Minum,BCA
2024-09-26,Tokopedia,191198.73,EXPENSE,Belanja,Dompet Tunai
2024-09-26,Perlengkapan Kamar,27325.09,EXPENSE,Belanja,BCA
2024-09-26,Nasi Padang,31236.87,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-26,Fotokopi,23525.39,EXPENSE,Lain-lain,Dompet Tunai
2024-09-27,Game Online,131038.91,EXPENSE,Hiburan,Dompet Tunai
2024-09-27,Ongkos Angkot,34943.71,EXPENSE,Lain-lain,Dompet Tunai
2024-09-27,Shopee,176975.91,EXPENSE,Belanja,BCA
2024-09-27,GoFood,43790.65,EXPENSE,Makan & Minum,BCA
2024-09-28,Karaoke,37820.2,EXPENSE,Hiburan,Gopay
2024-09-28,Wifi Bulanan,115362.62,EXPENSE,Tagihan,Dompet Tunai
2024-09-28,Warung Nasi,44145.34,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-28,Skincare,118572.42,EXPENSE,Belanja,BCA
2024-09-28,Skincare,28042.14,EXPENSE,Belanja,Gopay
2024-09-28,Nasi Padang,20776.44,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-28,Alfamart,177765.66,EXPENSE,Belanja,Gopay
2024-09-28,Listrik Kos,8742.73,EXPENSE,Tagihan,Gopay
2024-09-28,Indomaret Snack,19610.42,EXPENSE,Makan & Minum,Dompet Tunai
2024-09-28,Martabak,32877.07,EXPENSE,Makan & Minum,BCA
2024-09-29,Baju,53210.06,EXPENSE,Belanja,BCA
2024-09-29,Alat Tulis,100325.08,EXPENSE,Belanja,Gopay
2024-09-29,Olahraga,38796.22,EXPENSE,Hiburan,BCA
2024-09-29,Bubble Tea,29331.43,EXPENSE,Makan & Minum,Gopay
2024-09-29,Streaming Film,38073.46,EXPENSE,Hiburan,Gopay
2024-09-29,Uang Saku,1187280.33,INCOME,Gaji,Gopay
